아이디,국가별,성별,연령별,한국 방문횟수(카테고리),문1-1. 한국여행 관심 계기_1순위,문3-1. 고려한 관광활동_1순위,문3-2. 고려한 관광인프라_1순위,"문10. 1인 1일 지출경비(영향치 결측, 61일 이상 결측, 국제교통비 제외)",문9-3. 총 체재기간_61일 이상 결측,숙박시설_그룹,여행동반자_그룹,방문 지역 수,주요 체재 지역,총 국내 지출경비,총 식비_비율,총 국내 교통비_비율,총 체험/활동비_비율,총 뷰티/의료비_비율,총 여행 서비스비_비율,숙박비_비율,쇼핑비_비율,기타 비용_비율
79.0,10.0,2.0,4.0,1.0,4,9,6,2,3,3. 콘도미니엄/리조트,단체형,3,서울,1095.3000000000002,0.3741532000365196,0.0680270245594814,0.1360540491189628,0.0,0.1360540491189628,0.1360540491189628,0.1360540491189628,0.0136035789281475
80.0,10.0,1.0,3.0,1.0,1,8,7,2,3,8. 기타,단체형,1,서울,1092.81,0.2651513071805711,0.0757588235832395,0.0,0.0,0.0,0.2651513071805711,0.3787849671946633,0.0151535948609547
81.0,10.0,2.0,3.0,3.0,2,2,6,6,3,1. 호텔,단체형,3,서울,4743.799999999999,0.0924954677684556,0.0,0.0174522534676841,0.0,0.0,0.0174522534676841,0.8726000252961761,0.0
95.0,5.0,2.0,3.0,4.0,2,6,6,1,5,7. 친척 또는 친구 집,혼자형,1,서울,486.78,0.2631578947368421,0.3157894736842105,0.0,0.0,0.0,0.0,0.3947368421052631,0.0263157894736842
100.0,13.0,2.0,3.0,4.0,7,9,3,4,2,1. 호텔,가족형,1,서울,1427.2,0.2376681614349775,0.0672645739910313,0.0,0.0,0.0,0.2242152466367712,0.4484304932735425,0.0224215246636771
105.0,8.0,2.0,3.0,4.0,2,5,6,1,5,1. 호텔,혼자형,1,서울,971.56,0.116822429906542,0.0700934579439252,0.0,0.0,0.0,0.4626168224299065,0.3504672897196262,0.0
108.0,10.0,2.0,2.0,4.0,2,7,3,3,3,1. 호텔,가족형,1,서울,1583.34,0.2352937461315952,0.0,0.1176500309472381,0.0,0.0,0.1764687306579761,0.4705874922631904,0.0
114.0,15.0,2.0,2.0,1.0,1,2,5,2,2,4. 게스트하우스/호스텔,혼자형,1,서울,686.4,0.198018648018648,0.049504662004662,0.0,0.0,0.0,0.326733682983683,0.396037296037296,0.0297057109557109
116.0,6.0,1.0,3.0,3.0,2,1,6,2,4,1. 호텔,가족형,2,서울,960.93,0.3007503147992049,0.0751875786998012,0.0,0.0,0.0,0.3157878305391651,0.3007503147992049,0.0075239611626237
117.0,6.0,2.0,2.0,2.0,5,2,6,2,5,1. 호텔,혼자형,2,서울,2225.3,0.2597402597402597,0.0259740259740259,0.0,0.0,0.0,0.3246753246753247,0.3896103896103896,0.0
120.0,6.0,2.0,4.0,1.0,4,6,3,4,2,1. 호텔,친구형,1,서울,1325.07,0.5452542129849745,0.0109050842596994,0.0,0.0,0.0,0.1090508425969948,0.3271525277909846,0.0076373323673466
122.0,1.0,2.0,2.0,4.0,5,2,2,6,3,1. 호텔,혼자형,1,서울,5000.0,0.2,0.2,0.0,0.0,0.0,0.1,0.5,0.0
126.0,2.0,2.0,3.0,4.0,5,1,4,2,3,1. 호텔,친구형,1,서울,779.0,0.1463414634146341,0.024390243902439,0.0,0.0,0.0,0.3414634146341463,0.4878048780487805,0.0
128.0,6.0,2.0,3.0,1.0,7,6,4,3,3,1. 호텔,가족형,1,서울,1502.8000000000002,0.2884615384615384,0.0576923076923076,0.0,0.0,0.0,0.2692307692307692,0.3846153846153846,0.0
133.0,6.0,2.0,6.0,4.0,2,1,4,2,2,1. 호텔,가족형,1,서울,752.85,0.3070996878528259,0.0671846981470412,0.0,0.0,0.0,0.2303247658896194,0.3838746098160324,0.0115162382944809
135.0,4.0,1.0,6.0,1.0,7,10,4,3,2,1. 호텔,가족형,2,충북,1365.0,0.3663003663003663,0.1465201465201465,0.0,0.0659340659340659,0.1538461538461538,0.0109890109890109,0.2564102564102564,0.0
144.0,8.0,2.0,3.0,1.0,1,3,6,2,2,4. 게스트하우스/호스텔,혼자형,2,서울,679.87,0.233721152573286,0.100166208245694,0.0,0.0,0.1285539882624619,0.2671098886551841,0.2671098886551841,0.0033388736081898
152.0,7.0,2.0,1.0,2.0,2,5,3,4,2,1. 호텔,복합형(가족+친구),1,서울,1265.0,0.0197628458498023,0.0,0.0,0.0,0.7430830039525692,0.0,0.2371541501976284,0.0
153.0,97.0,2.0,2.0,1.0,1,4,6,3,2,1. 호텔,혼자형,1,서울,764.0999999999999,0.1813898704358068,0.1577280460672687,0.0,0.0,0.0,0.3154560921345374,0.3296558042141081,0.015770187148279
154.0,15.0,2.0,2.0,1.0,6,4,6,4,4,1. 호텔,혼자형,1,서울,3132.96,0.2169194627444972,0.0433838925488994,0.0433838925488994,0.0390461416679434,0.0,0.2169194627444972,0.4338389254889945,0.0065082222562688
155.0,14.0,1.0,3.0,3.0,2,3,5,1,2,1. 호텔,가족형,1,서울,258.09,0.2857142857142857,0.0,0.0,0.0,0.0,0.2857142857142857,0.4285714285714286,0.0
157.0,14.0,2.0,6.0,2.0,2,4,3,1,2,1. 호텔,친구형,1,서울,508.81,0.3260942198463081,0.2173895953302804,0.0,0.0,0.0,0.2898527937737072,0.1449263968868536,0.0217369941628505
159.0,7.0,2.0,2.0,1.0,7,1,4,3,2,1. 호텔,친구형,2,서울,1302.0,0.0,0.0,0.0,0.0,0.8387096774193549,0.0,0.1612903225806451,0.0
160.0,4.0,2.0,3.0,2.0,2,3,6,2,1,1. 호텔,가족형,1,서울,520.0,0.3269230769230769,0.1923076923076923,0.0961538461538461,0.0,0.0,0.2403846153846154,0.1442307692307692,0.0
163.0,7.0,2.0,5.0,1.0,6,6,4,4,2,1. 호텔,가족형,1,서울,1320.0,0.0378787878787878,0.0,0.0,0.0,0.8106060606060606,0.0,0.1515151515151515,0.0
167.0,1.0,2.0,2.0,4.0,5,1,5,6,2,1. 호텔,혼자형,1,서울,11201.3,0.1333336309178399,0.0333336309178399,0.0,0.0444448412237865,0.0,0.0666663690821601,0.7222215278583736,0.0
171.0,2.0,2.0,4.0,4.0,8,2,8,2,1,1. 호텔,친구형,1,서울,342.0,0.3333333333333333,0.0666666666666666,0.0,0.2222222222222222,0.0,0.1555555555555555,0.2222222222222222,0.0
178.0,10.0,2.0,2.0,3.0,2,6,6,2,3,1. 호텔,가족형,1,서울,968.65,0.2307747896557063,0.0576988592370825,0.1538429773395963,0.0,0.0,0.2307644660093945,0.3076859546791927,0.0192329530790275
181.0,15.0,2.0,2.0,1.0,1,6,2,3,4,1. 호텔,가족형,2,서울,1981.93,0.2057388505143975,0.0400014127643256,0.0331444601978879,0.0,0.0,0.2286004046560676,0.4571957637252577,0.0353191081420635
182.0,3.0,1.0,3.0,1.0,4,2,5,4,2,1. 호텔,가족형,2,서울,1507.75,0.2162162162162162,0.054054054054054,0.0,0.0,0.0216216216216216,0.1621621621621621,0.5405405405405406,0.0054054054054054
185.0,5.0,2.0,5.0,2.0,6,2,3,5,3,1. 호텔,가족형,2,강원,2690.1,0.0476190476190476,0.0,0.0,0.0,0.5238095238095238,0.0,0.4285714285714286,0.0
187.0,3.0,2.0,3.0,1.0,7,4,4,4,2,1. 호텔,친구형,1,서울,1279.5500000000002,0.5095541401273884,0.0254777070063694,0.0,0.0,0.0,0.2038216560509554,0.2547770700636942,0.0063694267515923
188.0,10.0,1.0,1.0,2.0,2,3,4,3,2,1. 호텔,가족형,1,서울,992.85,0.206385657450773,0.0337714659817696,0.0,0.0,0.0,0.3752329153447147,0.3752329153447147,0.0093770458780279
191.0,3.0,2.0,4.0,4.0,5,3,6,4,2,1. 호텔,친구형,1,서울,1307.91,0.2367899931952504,0.0249252624416053,0.0,0.0598206298598527,0.0,0.1744768370912371,0.4985052488321062,0.0054820285799481
192.0,5.0,2.0,1.0,1.0,7,6,6,6,2,1. 호텔,가족형,2,서울,2818.2,0.0909090909090909,0.0,0.0,0.0,0.6818181818181819,0.0,0.2272727272727273,0.0
194.0,15.0,1.0,2.0,1.0,6,6,3,1,5,1. 호텔,가족형,2,서울,1359.2,0.0833357857563272,0.0833357857563272,0.0,0.0,0.0,0.1666642142436727,0.6666642142436727,0.0
195.0,10.0,2.0,3.0,1.0,1,1,6,2,2,1. 호텔,가족형,1,서울,782.3700000000001,0.2142848013088436,0.0714367882204072,0.0,0.0,0.0,0.2380970640489793,0.4761813464217697,0.0
198.0,3.0,2.0,4.0,3.0,2,3,4,5,2,1. 호텔,친구형,1,서울,2608.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0
199.0,15.0,1.0,2.0,1.0,1,2,6,3,4,8. 기타,친구형,1,서울,2548.5,0.16,0.0266666666666666,0.0133333333333333,0.0,0.0,0.32,0.48,0.0
201.0,10.0,2.0,1.0,1.0,1,9,5,2,2,1. 호텔,가족형,1,서울,654.46,0.3036090822968554,0.0796992940745041,0.0474436940378327,0.0,0.0,0.436420866057513,0.1328270635332946,0.0
202.0,3.0,2.0,2.0,1.0,4,4,5,4,3,1. 호텔,단체형,1,서울,1890.8,0.0,0.0,0.0,0.0,0.4827586206896551,0.0,0.5172413793103449,0.0
203.0,3.0,2.0,3.0,4.0,5,3,5,3,3,1. 호텔,가족형,2,서울,1532.2,0.2127659574468085,0.1276595744680851,0.0212765957446808,0.0,0.0,0.425531914893617,0.2127659574468085,0.0
204.0,15.0,1.0,2.0,1.0,1,9,4,2,4,1. 호텔+8. 기타,단체형,3,서울,1032.99,0.2631584042439908,0.0657896010609976,0.0131559840850347,0.0,0.0657896010609976,0.3289480053049884,0.2631584042439907,0.0
205.0,3.0,2.0,4.0,3.0,2,2,5,1,3,1. 호텔,가족형,2,서울,566.4300000000001,0.2589905195699379,0.0575534487933195,0.0,0.0,0.1841710361386225,0.3453206927599173,0.1438836219832989,0.0100806807549035
207.0,3.0,1.0,3.0,1.0,3,7,6,1,4,4. 게스트하우스/호스텔,직장형,2,서울,658.52,0.3465346534653465,0.1089108910891089,0.198019801980198,0.0,0.0,0.3465346534653465,0.0,0.0
209.0,15.0,1.0,2.0,2.0,2,1,6,2,4,3. 콘도미니엄/리조트,단체형,1,서울,1624.2500000000002,0.5020901954748345,0.0543943358473141,0.0209204248114514,0.0,0.0418408496229028,0.2510450977374172,0.1046021240572571,0.0251069724488225
211.0,13.0,1.0,3.0,1.0,7,1,4,2,4,1. 호텔,단체형,2,서울,868.56,0.1666666666666666,0.0555517177857603,1.1513309385649811e-05,0.0,0.0,0.5555517177857603,0.222218384452427,0.0
213.0,3.0,2.0,2.0,3.0,2,1,5,4,1,1. 호텔,가족형,1,서울,923.66,0.2352922070891886,0.0588203451486477,0.0,0.0,0.0,0.2352922070891886,0.4705952406729748,0.0
216.0,2.0,2.0,2.0,4.0,6,2,8,2,1,1. 호텔,친구형,1,서울,440.8,0.1724137931034482,0.0517241379310344,0.0344827586206896,0.0,0.0,0.1724137931034482,0.5172413793103449,0.0517241379310344
218.0,2.0,2.0,2.0,4.0,5,2,5,2,1,1. 호텔,친구형,1,서울,501.6,0.1212121212121212,0.0454545454545454,0.0,0.0,0.0,0.2272727272727272,0.6060606060606061,0.0
227.0,6.0,1.0,3.0,1.0,6,4,6,3,3,1. 호텔,친구형,2,부산,1300.5,0.1333333333333333,0.1555555555555555,0.0,0.0,0.0,0.1333333333333333,0.5777777777777777,0.0
236.0,8.0,2.0,2.0,1.0,1,7,3,4,2,1. 호텔+3. 콘도미니엄/리조트,가족형,2,서울,1230.34,0.0,0.0,0.0,0.0,0.92619926199262,0.0,0.07380073800738,0.0
238.0,6.0,2.0,4.0,1.0,1,1,6,5,3,1. 호텔,혼자형,1,서울,2832.2,0.0612244897959183,0.0510204081632653,0.0510204081632653,0.0,0.1020408163265306,0.2244897959183673,0.4081632653061224,0.1020408163265306
248.0,8.0,1.0,4.0,1.0,1,7,8,4,2,1. 호텔,가족형,2,서울,1259.85,0.018018018018018,0.0,0.0,0.0,0.90990990990991,0.0,0.072072072072072,0.0
252.0,18.0,1.0,2.0,1.0,1,11,6,1,3,1. 호텔+4. 게스트하우스/호스텔,가족형,3,서울,355.71000000000004,0.2403362289505496,0.008686851648815,0.0,0.0,0.0,0.7509769194006353,0.0,0.0
255.0,97.0,2.0,2.0,2.0,2,4,6,1,3,1. 호텔,가족형,1,서울,520.0,0.1153846153846153,0.0,0.0,0.0,0.5,0.3846153846153846,0.0,0.0
256.0,3.0,2.0,3.0,1.0,7,1,6,6,2,1. 호텔,가족형,2,서울,4792.2,0.0,0.0,0.0,0.0,0.3877551020408163,0.0,0.6122448979591837,0.0
260.0,3.0,1.0,3.0,1.0,5,3,2,5,2,1. 호텔,가족형,2,서울,2608.0,0.0,0.0,0.0,0.0,0.75,0.0,0.25,0.0
261.0,4.0,2.0,3.0,2.0,2,5,1,3,2,1. 호텔,혼자형,1,서울,1430.0,0.1398601398601398,0.1398601398601398,0.0209790209790209,0.0,0.0,0.3496503496503496,0.3496503496503496,0.0
262.0,6.0,1.0,1.0,1.0,1,2,5,1,2,1. 호텔,직장형,1,서울,325.59000000000003,0.0,0.0,0.0,0.0,0.0,0.2500076783685002,0.7499923216314996,0.0
266.0,6.0,2.0,1.0,1.0,1,9,5,3,2,1. 호텔,친구형,1,서울,1142.13,0.0,0.0,0.0,0.0,0.8856259795294755,0.0,0.1143740204705243,0.0
267.0,6.0,2.0,2.0,1.0,4,6,6,3,2,1. 호텔,혼자형,1,서울,1031.73,0.0,0.0,0.0,0.0,0.7198879551820728,0.0,0.2801120448179272,0.0
268.0,1.0,1.0,3.0,4.0,3,11,4,1,6,7. 친척 또는 친구 집,혼자형,1,서울,849.24,0.9090951909943008,0.0909048090056992,0.0,0.0,0.0,0.0,0.0,0.0
270.0,16.0,2.0,3.0,2.0,2,1,3,3,4,1. 호텔,혼자형,1,서울,2289.88,0.1052631578947368,0.0263157894736842,0.0105245689730466,0.0,0.0,0.4210526315789474,0.4210526315789474,0.0157912205006375
275.0,3.0,1.0,2.0,2.0,5,9,5,2,2,1. 호텔,가족형,2,서울,815.0,0.0,0.0,0.0,0.0,0.7,0.0,0.3,0.0
277.0,10.0,2.0,2.0,3.0,2,6,3,2,2,1. 호텔,가족형,2,서울,745.11,0.1500046972930171,0.0749956382279126,0.0,0.0,0.0,0.2500033552092979,0.5249963092697723,0.0
286.0,13.0,2.0,3.0,1.0,7,9,7,2,4,1. 호텔,혼자형,1,서울,1700.48,0.1957094467444486,0.011290929619872,0.011290929619872,0.0,0.0063981934512608,0.3763643206624012,0.3763643206624012,0.022581859239744
288.0,14.0,2.0,4.0,1.0,1,4,5,1,4,1. 호텔,가족형,2,서울,659.98,0.1117306585048031,0.0279402406133519,0.0,0.0,0.0,0.5586532925240159,0.2793266462620079,0.022349162095821
289.0,3.0,1.0,3.0,4.0,7,2,5,2,3,1. 호텔,가족형,2,서울,1054.0700000000002,0.4123729923060137,0.0154638686235259,0.0154638686235259,0.0,0.0,0.5154591251055433,0.0412401453413909,0.0
293.0,1.0,2.0,3.0,2.0,8,4,3,3,4,7. 친척 또는 친구 집,혼자형,1,서울,2238.2,0.1935483870967742,0.032258064516129,0.0,0.0,0.0,0.0,0.7741935483870969,0.0
296.0,5.0,2.0,3.0,1.0,3,1,2,3,3,1. 호텔+3. 콘도미니엄/리조트,가족형,2,서울,1537.2,0.0,0.0,0.0,0.0,0.8333333333333333,0.0,0.1666666666666666,0.0
297.0,3.0,1.0,3.0,4.0,5,4,6,2,2,1. 호텔,가족형,1,서울,700.9,0.1162790697674418,0.0697674418604651,0.0,0.0,0.0,0.1162790697674418,0.6976744186046512,0.0
300.0,9.0,2.0,4.0,4.0,7,4,6,1,6,1. 호텔,혼자형,2,제주,778.65,0.160919540229885,0.2298850574712643,0.0,0.0,0.0,0.3448275862068966,0.2298850574712643,0.0344827586206896
303.0,11.0,1.0,3.0,1.0,1,4,3,1,6,4. 게스트하우스/호스텔,친구형,2,서울,1164.5,0.2352941176470588,0.0,0.1176470588235294,0.0,0.0,0.2941176470588235,0.1176470588235294,0.2352941176470588
304.0,3.0,2.0,4.0,1.0,4,2,2,4,2,1. 호텔,가족형,2,서울,1209.46,0.0673854447439353,0.0094339622641509,0.1078167115902965,0.0,0.8086253369272237,0.0,0.0,0.0067385444743935
307.0,5.0,1.0,2.0,2.0,3,1,6,3,4,1. 호텔,가족형,1,서울,1985.55,0.6451612903225806,0.032258064516129,0.0,0.0,0.0,0.3225806451612903,0.0,0.0
308.0,3.0,1.0,3.0,2.0,6,9,5,5,1,1. 호텔,가족형,2,서울,1263.25,0.0,0.0,0.0,0.0,0.6774193548387096,0.0,0.3225806451612903,0.0
311.0,3.0,2.0,1.0,1.0,6,2,6,3,2,1. 호텔,가족형,3,서울,1369.2,0.0476190476190476,0.0,0.0,0.0,0.8333333333333333,0.0,0.119047619047619,0.0
312.0,12.0,2.0,2.0,1.0,6,4,6,6,6,1. 호텔+7. 친척 또는 친구 집+8. 기타,혼자형,5,서울,11300.0,0.1769911504424778,0.0265486725663716,0.0,0.0,0.0,0.5309734513274337,0.2654867256637168,0.0
320.0,11.0,2.0,5.0,4.0,2,1,1,5,3,1. 호텔,가족형,1,서울,2460.2200000000003,0.1194364731609368,0.0434310752696913,0.0,0.0,0.0,0.1737243010787653,0.6514661290453698,0.0119420214452366
323.0,5.0,2.0,3.0,4.0,2,4,3,1,2,1. 호텔,가족형,1,서울,298.90000000000003,0.2857142857142857,0.0,0.2142857142857143,0.0,0.0,0.1428571428571428,0.3571428571428571,0.0
324.0,5.0,2.0,5.0,3.0,4,9,4,4,4,1. 호텔,가족형,2,서울,2984.73,0.0,0.0,0.0,0.0,0.5708154506437768,0.0,0.4291845493562232,0.0
325.0,12.0,2.0,5.0,1.0,1,4,8,3,5,3. 콘도미니엄/리조트+7. 친척 또는 친구 집,친구형,2,서울,4040.0,0.0297029702970297,0.0297029702970297,0.0,0.0,0.0,0.198019801980198,0.7425742574257426,0.0
329.0,8.0,1.0,5.0,4.0,2,7,6,3,2,1. 호텔,친구형,1,강원,1021.5,0.2444444444444444,0.3111111111111111,0.0,0.0,0.0,0.4444444444444444,0.0,0.0
331.0,5.0,2.0,3.0,3.0,3,2,6,4,3,1. 호텔,가족형,2,서울,2405.7200000000003,0.1064961840945745,0.0,0.0,0.0,0.7337595397635635,0.0,0.1597442761418618,0.0
336.0,5.0,2.0,6.0,2.0,3,3,6,3,3,1. 호텔,단체형,2,서울,1625.91,0.4767361047044425,0.0142443308670221,0.0009471618970299,0.0,0.0047481102890073,0.0284886617340443,0.0,0.4748356305084537
337.0,5.0,1.0,3.0,2.0,4,5,4,2,2,1. 호텔,단체형,1,서울,768.6,0.4999999999999999,0.0666666666666666,0.0,0.0,0.0,0.2666666666666666,0.1666666666666666,0.0
340.0,1.0,2.0,4.0,4.0,4,1,1,1,6,7. 친척 또는 친구 집,혼자형,1,서울,2161.71,0.3571431875691003,0.0357124683699478,0.0,0.0,0.0,0.0,0.5357147813536506,0.0714295627073011
349.0,2.0,1.0,5.0,4.0,5,2,3,3,1,1. 호텔,친구형,1,서울,733.4,0.2072538860103627,0.0414507772020725,0.0,0.0,0.0,0.4145077720207254,0.310880829015544,0.0259067357512953
350.0,5.0,1.0,2.0,1.0,1,9,6,3,3,1. 호텔,가족형,1,서울,1306.62,0.0,0.0,0.0,0.0,0.9803921568627452,0.0,0.0196078431372549,0.0
351.0,11.0,2.0,5.0,4.0,7,5,6,3,5,1. 호텔,가족형,1,서울,3900.0,0.1282051282051282,0.0384615384615384,0.0,0.0,0.0,0.1923076923076923,0.6410256410256411,0.0
352.0,16.0,2.0,2.0,1.0,7,2,5,1,3,1. 호텔,가족형,1,서울,325.58,0.3999938571165304,0.0,0.0,0.0,0.0,0.3999938571165304,0.200012285766939,0.0
355.0,15.0,2.0,2.0,2.0,2,5,5,1,5,8. 기타,가족형,2,서울,1132.6699999999998,0.2999991171303204,0.126003160673453,0.059999823426064,0.0,0.0,0.1999964685212816,0.2999991171303204,0.0140023131185605
356.0,6.0,1.0,5.0,1.0,7,1,4,1,2,1. 호텔,직장형,1,서울,325.59,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.5555453177308886,0.1111213489357781
358.0,5.0,2.0,2.0,4.0,2,7,5,2,2,1. 호텔,가족형,3,서울,619.15,0.2068965517241379,0.0,0.2758620689655173,0.0,0.0,0.2413793103448275,0.2758620689655173,0.0
360.0,13.0,1.0,3.0,1.0,4,4,3,2,2,1. 호텔,친구형,2,서울,624.0,0.358974358974359,0.0769230769230769,0.1025641025641025,0.0,0.0,0.2564102564102564,0.2051282051282051,0.0
363.0,4.0,1.0,4.0,1.0,7,5,6,2,4,1. 호텔,혼자형,1,서울,1860.0,0.3225806451612903,0.021505376344086,0.010752688172043,0.0,0.0,0.5913978494623656,0.0,0.053763440860215
365.0,10.0,2.0,4.0,3.0,2,4,6,1,3,1. 호텔,가족형,1,서울,452.02,0.2747223574178133,0.0549533206495287,0.0659262864475023,0.0,0.0439582319366399,0.2747223574178133,0.2747223574178133,0.0109950887128888
370.0,3.0,1.0,3.0,1.0,1,2,6,3,3,1. 호텔,가족형,1,서울,1548.5,0.0210526315789473,0.031578947368421,0.0,0.0,0.0,0.2105263157894736,0.7368421052631579,0.0
379.0,15.0,1.0,2.0,1.0,1,9,3,2,4,1. 호텔,가족형,1,서울,1467.93,0.2314824276361951,0.0439802987880893,0.0,0.0231482427636195,0.0,0.3472236414542927,0.3472236414542927,0.0069417479035103
387.0,8.0,1.0,3.0,2.0,2,1,6,1,3,1. 호텔,가족형,2,부산,499.94,0.2610913309597151,0.0908308997079649,0.0123814857782933,0.0,0.0,0.4540544865383846,0.1702804336520382,0.0113613633636036
390.0,15.0,2.0,4.0,1.0,6,1,6,1,6,1. 호텔+5. 민박/펜션,가족형,3,서울,1396.5,0.2108771929824561,0.1015682062298603,0.0,0.0,0.0386967418546365,0.4055352667382743,0.2433225921947726,0.0
391.0,6.0,1.0,4.0,3.0,7,1,3,2,2,1. 호텔,가족형,1,서울,722.5,0.0,0.0,0.0,0.0,0.6,0.1,0.3,0.0
395.0,2.0,2.0,2.0,2.0,6,10,4,3,5,4. 게스트하우스/호스텔,혼자형,1,서울,3876.0,0.0196078431372549,0.0392156862745098,0.0,0.8235294117647058,0.0,0.1176470588235294,0.0,0.0
